ID,Age,Job,Credit amount,Duration,monthly_payment,credit_duration_ratio,age_credit_ratio,high_credit_flag,long_duration_flag,young_applicant_flag,no_checking_flag,no_savings_flag,financial_instability_flag,Risk_encoded,Sex_encoded,Saving_accounts_encoded,Checking_account_encoded,Housing_own,Housing_rent,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,age_group_early_career,age_group_mid_career,age_group_senior,duration_category_medium_term,duration_category_long_term,credit_category_medium,credit_category_high
315,31,2,2746,36,76.27777777777777,74.21621621621621,88.58064516129032,0,1,0,0,0,0,1,1,1.0,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
316,38,1,708,12,59.0,54.46153846153846,18.63157894736842,0,0,0,0,0,0,0,1,1.0,1.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
317,48,1,4351,24,181.29166666666666,174.04,90.64583333333333,1,0,0,0,0,0,0,0,,2.0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
318,32,2,701,12,58.416666666666664,53.92307692307692,21.90625,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
319,27,1,3643,15,242.86666666666667,227.6875,134.92592592592592,0,0,1,0,0,0,0,0,1.0,1.0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
320,28,3,4249,30,141.63333333333333,137.06451612903226,151.75,1,1,1,0,0,0,1,1,1.0,2.0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
321,32,2,1938,24,80.75,77.52,60.5625,0,0,0,0,0,0,1,1,1.0,1.0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
322,34,3,2910,24,121.25,116.4,85.58823529411765,0,0,0,0,0,0,0,1,1.0,1.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
323,28,2,2659,18,147.72222222222223,139.94736842105263,94.96428571428571,0,0,1,0,0,0,0,1,4.0,1.0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
324,36,2,1028,18,57.111111111111114,54.10526315789474,28.555555555555557,0,0,0,0,0,0,0,0,1.0,,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
325,39,1,3398,8,424.75,377.55555555555554,87.12820512820512,0,0,0,0,0,0,0,1,1.0,1.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
326,49,2,5801,12,483.4166666666667,446.2307692307692,118.38775510204081,1,0,0,0,0,0,0,1,,,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
327,34,2,1525,24,63.541666666666664,61.0,44.85294117647059,0,0,0,0,0,0,0,0,4.0,,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
328,31,2,4473,36,124.25,120.89189189189189,144.29032258064515,1,1,0,0,0,0,0,1,1.0,3.0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
329,28,2,1068,6,178.0,152.57142857142858,38.142857142857146,0,0,1,0,0,0,0,1,1.0,2.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
330,75,3,6615,24,275.625,264.6,88.2,1,0,0,0,0,0,0,1,1.0,1.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
331,30,2,1864,18,103.55555555555556,98.10526315789474,62.13333333333333,0,0,0,0,0,0,1,0,2.0,,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
332,24,3,7408,60,123.46666666666667,121.44262295081967,308.6666666666667,1,1,1,0,0,0,1,0,2.0,2.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
333,24,1,11590,48,241.45833333333334,236.53061224489795,482.9166666666667,1,1,1,0,0,0,1,0,2.0,,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
334,23,2,4110,24,171.25,164.4,178.69565217391303,1,0,1,0,0,0,1,1,1.0,1.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
335,44,3,3384,6,564.0,483.42857142857144,76.9090909090909,0,0,0,0,0,0,1,1,1.0,1.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
336,23,1,2101,13,161.6153846153846,150.07142857142858,91.34782608695652,0,0,1,0,0,0,0,0,1.0,2.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
337,24,2,1275,15,85.0,79.6875,53.125,0,0,1,0,0,0,1,0,,1.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
338,28,2,4169,24,173.70833333333334,166.76,148.89285714285714,1,0,1,0,0,0,0,1,1.0,1.0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
339,31,1,1521,10,152.1,138.27272727272728,49.064516129032256,0,0,0,0,0,0,0,1,1.0,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
340,24,2,5743,24,239.29166666666666,229.72,239.29166666666666,1,0,1,0,0,0,0,0,1.0,2.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
341,26,1,3599,21,171.38095238095238,163.5909090909091,138.42307692307693,0,0,1,0,0,0,0,0,1.0,1.0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
342,25,2,3213,18,178.5,169.10526315789474,128.52,0,0,1,0,0,0,0,1,3.0,2.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
343,33,3,4439,18,246.61111111111111,233.6315789473684,134.5151515151515,1,0,0,0,0,0,0,1,1.0,2.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
344,37,1,3949,10,394.9,359.0,106.72972972972973,0,0,0,0,0,0,0,1,1.0,3.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
345,43,1,1459,15,97.26666666666667,91.1875,33.93023255813954,0,0,0,0,0,0,0,0,1.0,,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
346,23,2,882,13,67.84615384615384,63.0,38.34782608695652,0,0,1,0,0,0,0,1,1.0,2.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
347,23,0,3758,24,156.58333333333334,150.32,163.3913043478261,0,0,1,0,0,0,0,0,3.0,2.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
348,34,1,1743,6,290.5,249.0,51.26470588235294,0,0,0,0,0,0,0,1,2.0,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
349,32,2,1136,9,126.22222222222223,113.6,35.5,0,0,0,0,0,0,1,1,4.0,2.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
350,23,2,1236,9,137.33333333333334,123.6,53.73913043478261,0,0,1,0,0,0,0,0,1.0,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
351,29,2,959,9,106.55555555555556,95.9,33.06896551724138,0,0,1,0,0,0,1,0,1.0,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
352,38,3,3229,18,179.38888888888889,169.94736842105263,84.97368421052632,0,0,0,0,0,0,0,1,,,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
353,28,2,6199,12,516.5833333333334,476.84615384615387,221.39285714285714,1,0,1,0,0,0,1,1,1.0,1.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
354,46,2,727,10,72.7,66.0909090909091,15.804347826086957,0,0,0,0,0,0,0,1,3.0,,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
355,23,1,1246,24,51.916666666666664,49.84,54.17391304347826,0,0,1,0,0,0,1,1,1.0,2.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
356,49,2,2331,12,194.25,179.30769230769232,47.57142857142857,0,0,0,0,0,0,0,1,,,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
357,26,3,4463,36,123.97222222222223,120.62162162162163,171.65384615384616,1,1,1,0,0,0,1,1,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
358,28,2,776,12,64.66666666666667,59.69230769230769,27.714285714285715,0,0,1,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
359,23,2,2406,30,80.2,77.61290322580645,104.6086956521739,0,1,1,0,0,0,1,0,1.0,1.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
360,61,2,1239,18,68.83333333333333,65.21052631578948,20.311475409836067,0,0,0,0,0,0,0,1,,2.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
361,37,3,3399,12,283.25,261.46153846153845,91.86486486486487,0,0,0,0,0,0,0,1,,3.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
362,36,2,2247,12,187.25,172.84615384615384,62.416666666666664,0,0,0,0,0,0,0,0,1.0,3.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
363,21,2,1766,6,294.3333333333333,252.28571428571428,84.0952380952381,0,0,1,0,0,0,0,1,1.0,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
364,25,0,2473,18,137.38888888888889,130.1578947368421,98.92,0,0,1,0,0,0,1,1,1.0,1.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
365,36,2,1542,12,128.5,118.61538461538461,42.833333333333336,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
366,27,2,3850,18,213.88888888888889,202.6315789473684,142.59259259259258,0,0,1,0,0,0,0,1,1.0,,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
367,22,2,3650,18,202.77777777777777,192.10526315789474,165.9090909090909,0,0,1,0,0,0,0,0,1.0,1.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
368,42,2,3446,36,95.72222222222223,93.13513513513513,82.04761904761905,0,1,0,0,0,0,1,1,1.0,1.0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
369,40,2,3001,18,166.72222222222223,157.94736842105263,75.025,0,0,0,0,0,0,0,0,1.0,2.0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False
370,36,2,3079,36,85.52777777777777,83.21621621621621,85.52777777777777,0,1,0,0,0,0,0,1,,,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
371,33,2,6070,18,337.22222222222223,319.4736842105263,183.93939393939394,1,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
372,23,2,2146,10,214.6,195.0909090909091,93.30434782608695,0,0,1,0,0,0,0,0,1.0,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
373,63,3,13756,60,229.26666666666668,225.50819672131146,218.34920634920636,1,1,0,0,0,0,0,1,,,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
374,60,3,14782,60,246.36666666666667,242.327868852459,246.36666666666667,1,1,0,0,0,0,1,0,2.0,2.0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
375,37,2,7685,48,160.10416666666666,156.83673469387756,207.7027027027027,1,1,0,0,0,0,1,0,1.0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
376,34,2,2320,18,128.88888888888889,122.10526315789474,68.23529411764706,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
377,36,2,846,7,120.85714285714286,105.75,23.5,0,0,0,0,0,0,0,1,,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
378,57,3,14318,36,397.72222222222223,386.97297297297297,251.19298245614036,1,1,0,0,0,0,1,1,1.0,2.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
379,52,1,362,6,60.333333333333336,51.714285714285715,6.961538461538462,0,0,0,0,0,0,0,0,2.0,,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
380,39,2,2212,20,110.6,105.33333333333333,56.717948717948715,0,0,0,0,0,0,0,1,,1.0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
381,38,3,12976,18,720.8888888888889,682.9473684210526,341.4736842105263,1,0,0,0,0,0,1,0,1.0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
382,25,2,1283,22,58.31818181818182,55.78260869565217,51.32,0,0,1,0,0,0,0,0,,,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
383,26,2,1330,12,110.83333333333333,102.3076923076923,51.15384615384615,0,0,1,0,0,0,0,1,1.0,3.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
384,26,1,4272,30,142.4,137.80645161290323,164.30769230769232,1,1,1,0,0,0,0,1,2.0,,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
385,25,2,2238,18,124.33333333333333,117.78947368421052,89.52,0,0,1,0,0,0,0,0,1.0,,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
386,21,2,1126,18,62.55555555555556,59.26315789473684,53.61904761904762,0,0,1,0,0,0,0,0,,,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
387,40,3,7374,18,409.6666666666667,388.10526315789474,184.35,1,0,0,0,0,0,0,1,1.0,2.0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
388,27,2,2326,15,155.06666666666666,145.375,86.14814814814815,0,0,1,0,0,0,0,1,3.0,2.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
389,27,2,1449,9,161.0,144.9,53.666666666666664,0,0,1,0,0,0,0,0,1.0,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
390,30,3,1820,18,101.11111111111111,95.78947368421052,60.666666666666664,0,0,0,0,0,0,0,1,1.0,,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
391,19,1,983,12,81.91666666666667,75.61538461538461,51.73684210526316,0,0,1,0,0,0,0,0,4.0,2.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
392,39,3,3249,36,90.25,87.8108108108108,83.3076923076923,0,1,0,0,0,0,0,1,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
393,31,2,1957,6,326.1666666666667,279.57142857142856,63.12903225806452,0,0,0,0,0,0,0,0,1.0,1.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
394,31,3,2406,9,267.3333333333333,240.6,77.61290322580645,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
395,32,2,11760,39,301.53846153846155,294.0,367.5,1,1,0,0,0,0,0,1,2.0,2.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True
396,55,3,2578,12,214.83333333333334,198.30769230769232,46.872727272727275,0,0,0,0,0,0,0,0,1.0,1.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
397,46,2,2348,36,65.22222222222223,63.45945945945946,51.04347826086956,0,1,0,0,0,0,0,1,1.0,1.0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
398,46,2,1223,12,101.91666666666667,94.07692307692308,26.58695652173913,0,0,0,0,0,0,1,1,1.0,2.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
399,43,1,1516,24,63.166666666666664,60.64,35.25581395348837,0,0,0,0,0,0,0,0,4.0,,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
400,39,2,1473,18,81.83333333333333,77.52631578947368,37.76923076923077,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
401,28,2,1887,18,104.83333333333333,99.3157894736842,67.39285714285714,0,0,1,0,0,0,0,1,,2.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
402,27,2,8648,24,360.3333333333333,345.92,320.2962962962963,1,0,1,0,0,0,1,1,1.0,,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
403,27,1,802,14,57.285714285714285,53.46666666666667,29.703703703703702,0,0,1,0,0,0,0,1,1.0,,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
404,43,2,2899,18,161.05555555555554,152.57894736842104,67.4186046511628,0,0,0,0,0,0,0,1,,2.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
405,22,2,2039,24,84.95833333333333,81.56,92.68181818181819,0,0,1,0,0,0,1,1,1.0,2.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
406,43,2,2197,24,91.54166666666667,87.88,51.093023255813954,0,0,0,0,0,0,0,1,,,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
407,27,2,1053,15,70.2,65.8125,39.0,0,0,1,0,0,0,0,1,1.0,1.0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
408,26,3,3235,24,134.79166666666666,129.4,124.42307692307692,0,0,1,0,0,0,0,1,3.0,,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
409,28,2,939,12,78.25,72.23076923076923,33.535714285714285,0,0,1,0,0,0,1,1,3.0,3.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
410,20,2,1967,24,81.95833333333333,78.68,98.35,0,0,1,0,0,0,0,0,1.0,2.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
411,35,3,7253,33,219.78787878787878,213.3235294117647,207.22857142857143,1,1,0,0,0,0,0,1,1.0,,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
412,42,3,2292,12,191.0,176.30769230769232,54.57142857142857,0,0,0,0,0,0,1,1,1.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
413,40,1,1597,10,159.7,145.1818181818182,39.925,0,0,0,0,0,0,0,1,3.0,,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
414,35,2,1381,24,57.541666666666664,55.24,39.457142857142856,0,0,0,0,0,0,1,0,,1.0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
415,35,2,5842,36,162.27777777777777,157.8918918918919,166.9142857142857,1,1,0,0,0,0,0,1,1.0,,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
416,33,1,2579,12,214.91666666666666,198.3846153846154,78.15151515151516,0,0,0,0,0,0,1,1,1.0,1.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
417,23,2,8471,18,470.6111111111111,445.8421052631579,368.30434782608694,1,0,1,0,0,0,0,0,,1.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
418,31,3,2782,21,132.47619047619048,126.45454545454545,89.74193548387096,0,0,0,0,0,0,0,0,3.0,,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
419,33,2,1042,18,57.888888888888886,54.8421052631579,31.575757575757574,0,0,0,0,0,0,1,0,,2.0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
420,20,2,3186,15,212.4,199.125,159.3,0,0,1,0,0,0,0,0,4.0,,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
421,30,2,2028,12,169.0,156.0,67.6,0,0,0,0,0,0,0,1,,2.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
422,47,1,958,12,79.83333333333333,73.6923076923077,20.382978723404257,0,0,0,0,0,0,0,1,1.0,2.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
423,34,3,1591,21,75.76190476190476,72.31818181818181,46.794117647058826,0,0,0,0,0,0,0,1,2.0,,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
424,25,2,2762,12,230.16666666666666,212.46153846153845,110.48,0,0,1,0,0,0,1,0,,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
425,21,2,2779,18,154.38888888888889,146.26315789473685,132.33333333333334,0,0,1,0,0,0,0,1,1.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
426,29,2,2743,28,97.96428571428571,94.58620689655173,94.58620689655173,0,1,1,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
427,46,2,1149,18,63.833333333333336,60.473684210526315,24.97826086956522,0,0,0,0,0,0,0,1,4.0,,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
428,20,2,1313,9,145.88888888888889,131.3,65.65,0,0,1,0,0,0,0,1,1.0,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
429,55,0,1190,18,66.11111111111111,62.63157894736842,21.636363636363637,0,0,0,0,0,0,1,0,1.0,1.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
430,74,1,3448,5,689.6,574.6666666666666,46.5945945945946,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
431,29,3,11328,24,472.0,453.12,390.62068965517244,1,0,1,0,0,0,1,1,1.0,2.0,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True
432,36,3,1872,6,312.0,267.42857142857144,52.0,0,0,0,0,0,0,0,1,1.0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
433,33,2,2058,24,85.75,82.32,62.36363636363637,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
434,25,2,2136,9,237.33333333333334,213.6,85.44,0,0,1,0,0,0,0,1,1.0,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
435,25,2,1484,12,123.66666666666667,114.15384615384616,59.36,0,0,1,0,0,0,1,1,,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
436,23,1,660,6,110.0,94.28571428571429,28.695652173913043,0,0,1,0,0,0,0,1,3.0,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
437,37,2,1287,24,53.625,51.48,34.78378378378378,0,0,0,0,0,0,0,0,4.0,,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
438,65,0,3394,42,80.80952380952381,78.93023255813954,52.215384615384615,0,1,0,0,0,0,0,1,1.0,1.0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
439,26,0,609,12,50.75,46.84615384615385,23.423076923076923,0,0,1,0,0,0,1,0,1.0,3.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
440,39,3,1884,12,157.0,144.92307692307693,48.30769230769231,0,0,0,0,0,0,0,1,1.0,,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
441,30,2,1620,12,135.0,124.61538461538461,54.0,0,0,0,0,0,0,0,0,1.0,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
442,29,2,2629,20,131.45,125.19047619047619,90.65517241379311,0,0,1,0,0,0,0,1,1.0,2.0,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False
443,41,1,719,12,59.916666666666664,55.30769230769231,17.536585365853657,0,0,0,0,0,0,1,1,1.0,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
444,30,3,5096,48,106.16666666666667,104.0,169.86666666666667,1,1,0,0,0,0,1,0,1.0,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
445,41,1,1244,9,138.22222222222223,124.4,30.341463414634145,0,0,0,0,0,0,0,0,,,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
446,34,2,1842,36,51.166666666666664,49.78378378378378,54.1764705882353,0,1,0,0,0,0,1,0,1.0,1.0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
447,35,2,2576,7,368.0,322.0,73.6,0,0,0,0,0,0,0,1,1.0,2.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
448,55,3,1424,12,118.66666666666667,109.53846153846153,25.89090909090909,0,0,0,0,0,0,0,0,,3.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
449,61,2,1512,15,100.8,94.5,24.78688524590164,0,0,0,0,0,0,1,1,4.0,2.0,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
450,30,3,11054,36,307.05555555555554,298.7567567567568,368.46666666666664,1,1,0,0,0,0,0,1,,,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
451,29,2,518,6,86.33333333333333,74.0,17.862068965517242,0,0,1,0,0,0,0,0,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
452,34,2,2759,12,229.91666666666666,212.23076923076923,81.1470588235294,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
453,35,3,2670,24,111.25,106.8,76.28571428571429,0,0,0,0,0,0,0,1,1.0,,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
454,31,2,4817,24,200.70833333333334,192.68,155.38709677419354,1,0,0,0,0,0,1,1,1.0,1.0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
455,29,3,2679,24,111.625,107.16,92.37931034482759,0,0,1,0,0,0,0,0,1.0,,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
456,36,2,3905,11,355.0,325.4166666666667,108.47222222222223,0,0,0,0,0,0,0,1,1.0,1.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False
457,35,2,3386,12,282.1666666666667,260.46153846153845,96.74285714285715,0,0,0,0,0,0,1,1,1.0,1.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
458,27,2,343,6,57.166666666666664,49.0,12.703703703703704,0,0,1,0,0,0,0,0,1.0,1.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
459,32,2,4594,18,255.22222222222223,241.78947368421052,143.5625,1,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
460,37,2,3620,36,100.55555555555556,97.83783783783784,97.83783783783784,0,1,0,0,0,0,0,1,1.0,1.0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
461,36,2,1721,15,114.73333333333333,107.5625,47.80555555555556,0,0,0,0,0,0,0,1,1.0,1.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
462,34,3,3017,12,251.41666666666666,232.07692307692307,88.73529411764706,0,0,0,0,0,0,0,0,1.0,2.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
463,38,2,754,12,62.833333333333336,58.0,19.842105263157894,0,0,0,0,0,0,0,1,,2.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
464,34,2,1950,18,108.33333333333333,102.63157894736842,57.35294117647059,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
465,63,2,2924,24,121.83333333333333,116.96,46.41269841269841,0,0,0,0,0,0,0,1,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
466,29,1,1659,24,69.125,66.36,57.206896551724135,0,0,1,0,0,0,1,0,1.0,1.0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
467,32,2,7238,48,150.79166666666666,147.71428571428572,226.1875,1,1,0,0,0,0,0,1,,,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
468,26,2,2764,33,83.75757575757575,81.29411764705883,106.3076923076923,0,1,1,0,0,0,0,0,1.0,,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
469,35,1,4679,24,194.95833333333334,187.16,133.68571428571428,1,0,0,0,0,0,0,1,1.0,,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
470,22,2,3092,24,128.83333333333334,123.68,140.54545454545453,0,0,1,0,0,0,1,1,2.0,2.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
471,23,2,448,6,74.66666666666667,64.0,19.47826086956522,0,0,1,0,0,0,1,0,1.0,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
472,28,1,654,9,72.66666666666667,65.4,23.357142857142858,0,0,1,0,0,0,1,1,1.0,1.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
473,36,3,1238,6,206.33333333333334,176.85714285714286,34.388888888888886,0,0,0,0,0,0,0,1,,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
